Category,Tender Number,Tender Description,Advertised,Closing,Organ Of State,Tender Type,Province,"Place where goods, works or services are required",Special Conditions,Contact Person,Email,Telephone number,FAX Number,Is there a briefing session?,Is it compulsory?,Briefing Date and Time,Briefing Venue,eSubmission,Two Envelope Submission,Source URL,Tender ID,Source
Municipal,MBH-2868,addendum for projects and re validation and rezoning,16/05/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/addendum-for-projects-and-re-validation-and-rezoning/,2868,Mbhashe
Municipal,MBH-17867,ISAZISO – Isifo Sochwane Nomlomo Kwimfuyo (FMD),16/01/2026,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/isaziso-isifo-sochwane-nomlomo-kwimfuyo-fmd/,17867,Mbhashe
Municipal,MBH-3484,Annual Report and Oversight Report,16/01/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/annual-report-and-oversight-report/,3484,Mbhashe
Municipal,MBH-17840,Shutdown Public Notice,15/12/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/shutdown-public-notice/,17840,Mbhashe
Municipal,MBH-7472,Proposal for the Electrification of Ntsimbakazi/Shixini on turnkey for a period of Two and Half years,15/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-the-electrification-of-ntsimbakazi-shixini-on-turnkey-for-a-period-of-two-and-half-years/,7472,Mbhashe
Municipal,MBH-7470,"LAND AUDIT FOR DUTYWA, WILLOWVALE AND ELLIOTDALE",15/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/land-audit-for-dutywa-willowvale-and-elliotdale/,7470,Mbhashe
Municipal,MBH-7468,TOWNSHIP ESTABLISHMENT FOR DUTYWA AND WILLOWVALE,15/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/township-establishment-for-dutywa-and-willowvale/,7468,Mbhashe
Municipal,MBH-7466,SURVEYING OF PROPERTIES,15/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/surveying-of-properties/,7466,Mbhashe
Municipal,MBH-2476,Invitation Contractor Information Workshop,15/10/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/invitation-contractor-information-workshop/,2476,Mbhashe
Municipal,MBH-17573,Ordinary Council Meeting Notice,15/08/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ordinary-council-meeting-notice/,17573,Mbhashe
Municipal,MBH-7266,Panel of Contractors for a period of three (03) years- MLM Incubator Programme,15/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-of-contractors-for-a-period-of-three-03-years-mlm-incubator-programme/,7266,Mbhashe
Municipal,MBH-10497,"Virtual Private Network & Internet Connection, WI-FI and Voice over Internet Protocol",15/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/virtual-private-network-internet-connection-wi-fi-and-voice-over-internet-protocal-2/,10497,Mbhashe
Municipal,MBH-7263,"Virtual Private Network & Internet Connection, WI-FI and Voice over Internet Protocol",15/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/virtual-private-network-internet-connection-wi-fi-and-voice-over-internet-protocal/,7263,Mbhashe
Municipal,MBH-7259,Panel of Advertisers and Supply and Delivery of Microsoft Licenses for a period of three (03) years,15/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-of-advertisers-and-supply-and-delivery-of-microsoft-licenses-for-a-period-of-three-03-years/,7259,Mbhashe
Municipal,MBH-7081,PROPOSALS FOR THE TRAINING OF 15 COMMUNITY TRUST MEMBERS,15/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-the-training-of-15-community-trust-members/,7081,Mbhashe
Municipal,MBH-3665,Provision of Security Services for a period of three (03) years,15/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-security-services-for-a-period-of-three-03-years-2/,3665,Mbhashe
Municipal,MBH-5375,Proposal for Sourcing of funds for Implementation of MLM unfunded projects,15/02/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-sourcing-of-funds-for-implementation-of-mlm-unfunded-projects/,5375,Mbhashe
Municipal,MBH-3582,Schedule for war-room launch,15/02/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/schedule-for-war-room-launch/,3582,Mbhashe
Municipal,MBH-2472,ERRATUM FOR ACCESS ROAD FOR MBHASHE LOCAL MUNICIPALITY,14/10/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-access-road-for-mbhashe-local-municipality/,2472,Mbhashe
Municipal,MBH-4826,Provision and Deployment of Email Solution for a period of three (03) years,14/06/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-and-deployment-of-email-solution-for-a-period-of-three-03-years/,4826,Mbhashe
Municipal,MBH-4824,Contracting of COIDA Service Provider for a period three (03) YEARS,14/06/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contracting-of-coida-service-provider-for-a-period-three-03-years/,4824,Mbhashe
Municipal,MBH-4822,Advert for the Compilation and Maintenance of Movable & Immovable Asset Register,14/06/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-compilation-and-maintenance-of-movable-immovable-asset-register/,4822,Mbhashe
Municipal,MBH-10481,Advert for the Compilation and Maintenance of Movable & Immovable Asset Register,14/06/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-compilation-and-maintenance-of-movable-immovable-asset-register-2/,10481,Mbhashe
Municipal,MBH-4819,Advert for Accounting Support for the Preparation of GRAP Annual Financial Statement,14/06/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-accounting-support-for-the-preparation-of-grap-annual-financial-statement/,4819,Mbhashe
Municipal,MBH-2801,Mbhashe-Final-IDP-2012-2017,14/04/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/mbhashe-final-idp-2012-2017/,2801,Mbhashe
Municipal,MBH-4927,Supply and delivery of Protective Clothing,14/02/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-3/,4927,Mbhashe
Municipal,MBH-3801,Leasing of Vehicles and Fleet management System for a period of three (03) years,13/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/leasing-of-vehicles-and-fleet-management-system-for-a-period-of-three-03-years/,3801,Mbhashe
Municipal,MBH-5077,"""The next-generation HistoCore SPECTRA workst",13/10/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/the-next-generation-histocore-spectra-workst/,5077,Mbhashe
Municipal,MBH-7079,SUPPLY AND INSTALLATON OF BLUE LAMP AND SIREN,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installaton-of-blue-lamp-and-siren/,7079,Mbhashe
Municipal,MBH-7077,"TRAINING FOR SIX PERSONNEL ON BRUSH CUTTER COURSE,ABORICULTURE AND CHAIN SAW",13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-for-six-personnel-on-brush-cutter-courseaboriculture-and-chain-saw/,7077,Mbhashe
Municipal,MBH-7066,SUPPLY AND DELIVERY OF TWO WAY RADIO,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-two-way-radio/,7066,Mbhashe
Municipal,MBH-7075,TRAINING FOR TOURIST GUIDE,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-for-tourist-guide/,7075,Mbhashe
Municipal,MBH-7063,"SUPPLY,DELIVERY AND INSTALLATION OF ELECTRICAL MATERIAL",13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supplydelivery-and-installation-of-electrical-material/,7063,Mbhashe
Municipal,MBH-7073,SUPPLY AND INSTALLATION OF POLE BINS,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-pole-bins/,7073,Mbhashe
Municipal,MBH-7071,SUPPLY AND DELIVERY OF PROTETIVE CLOTHING,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protetive-clothing/,7071,Mbhashe
Municipal,MBH-7069,"SUPPLY,DELIVERY OF MATERIAL AND FENCING OF WILLOWVALE LIBRARY",13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supplydelivery-of-material-and-fencing-of-willowvale-library/,7069,Mbhashe
Municipal,MBH-7061,SUPPLY AND DELIVERY OF SMALL TOOLS,13/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-small-tools/,7061,Mbhashe
Municipal,MBH-4648,CONSTRUCTION OF WARD 13 SPORT FACILITY,13/04/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-ward-13-sport-facility-2/,4648,Mbhashe
Municipal,MBH-4985,LEATHER BINDING OF MUNICIPAL MINUTES,13/04/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/leather-binding-of-municipal-minutes/,4985,Mbhashe
Municipal,MBH-4866,Renovations of Sundwana Shearing shed,13/04/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/renovations-of-sundwana-shearing-shed/,4866,Mbhashe
Municipal,MBH-1575,CONTRACTORS AND CONSULTANTS WORKSHOP,13/03/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contractors-and-consultants-workshop/,1575,Mbhashe
Municipal,MBH-17158,Special Council Meeting,13/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-3/,17158,Mbhashe
Municipal,MBH-17154,Debt Incentive Scheme,13/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/debt-incentive-scheme-2/,17154,Mbhashe
Municipal,MBH-7608,"Land Audit for Dutywa, Willowvale and Elliotdale",13/02/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/land-audit-for-dutywa-willowvale-and-elliotdale-2/,7608,Mbhashe
Municipal,MBH-4949,Proposal of Cellphone Contract for Councillors and Officials for a period of two (02) years,13/02/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-of-cellphone-contract-for-councillors-and-officials-for-a-period-of-two-02-years/,4949,Mbhashe
Municipal,MBH-17859,Special Council Meeting Notice,13/01/2026,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice-3/,17859,Mbhashe
Municipal,MBH-17853,Congratulatory Message to the Class of 2025,13/01/2026,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/congratulatory-message-to-the-class-of-2025/,17853,Mbhashe
Municipal,MBH-7356,"Erratum for Infrastructure Projects( Mbelo, Mqhele, Nohesha, Ntlulabokhwe, Landfil Site and Electrification)",12/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-infrastructure-projects-mbelo-mqhele-nohesha-ntlulabokhwe-landfil-site-and-electrification/,7356,Mbhashe
Municipal,MBH-4903,"Supply, Delivery and Installation of Tourism Sign Boards",12/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-tourism-sign-boards/,4903,Mbhashe
Municipal,MBH-4900,Supply and delivery of refreshments,12/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-refreshments-2/,4900,Mbhashe
Municipal,MBH-3145,TRAINING AND REGISTRATION OF LIGWA COMMUNITY DEVELOPMENT TRUST AS LEGAL ENTITIES,12/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-and-registration-of-ligwa-community-development-trust-as-legal-entities/,3145,Mbhashe
Municipal,MBH-3143,SUPPLY AND DELIVERY OF REFRESHMENT FOR MLM,12/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-refreshment-for-mlm/,3143,Mbhashe
Municipal,MBH-16321,Special Council Meeting Notice,12/07/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice/,16321,Mbhashe
Municipal,MBH-7162,Advert for the Sourcing of Funds for Mbhashe Local Municipality,12/07/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-sourcing-of-funds-for-mbhashe-local-municipality/,7162,Mbhashe
Municipal,MBH-4915,Supply and Installation of National and Municipal Flags,12/06/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-national-and-municipal-flags/,4915,Mbhashe
Municipal,MBH-4933,Supply and delivery of Craft Material for Mbhashe Crafters,12/06/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-craft-material-for-mbhashe-crafters-2/,4933,Mbhashe
Municipal,MBH-1704,INVITE TO ALL MBHASHE LOCAL MUNICIPALITY CATERERS.,12/05/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/invite-to-all-mbhashe-local-municipality-caterers/,1704,Mbhashe
Municipal,MBH-7534,SUPPLY AND DELIVERY OF 09 LAPTOPS,11/12/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-ande-delivery-of-09-laptops/,7534,Mbhashe
Municipal,MBH-7543,BINDING OF MUNICIPAL MINUTES,11/12/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/binding-of-municipal-minutes/,7543,Mbhashe
Municipal,MBH-7541,SUPPLY AND DELIVERY OF PROTECTIVE CLOTHING,11/12/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-5/,7541,Mbhashe
Municipal,MBH-7539,"SUPPLY,DELIVERY AND INSTALLATION OF SHELTERS FOR 3 CONTAINERS",11/12/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supplydelivery-and-installation-of-shelters-for-3-containers/,7539,Mbhashe
Municipal,MBH-7415,Provision of Banking Services for a period of five (05) years,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-of-banking-services-for-a-period-of-five-05-years/,7415,Mbhashe
Municipal,MBH-7412,SUPPLY AND DELIVERY OF LIFE GUARDS EQUIPMENT,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-life-guards-equipment-2/,7412,Mbhashe
Municipal,MBH-7409,SUPPLY AND INSTALLATIO OF FIBRE DATA POINTS,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installatio-of-fibre-data-points/,7409,Mbhashe
Municipal,MBH-7407,TRAINING OF PLANT OPERATORS,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-plant-operators-2/,7407,Mbhashe
Municipal,MBH-7405,TRAINING OF MUNICIPAL ELECTRICAL PERSONNEL,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-municipal-electrical-personnel-2/,7405,Mbhashe
Municipal,MBH-7403,SUPERVISION OF THIRTY LIFE GUARDS,11/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supervision-of-thirty-life-guards/,7403,Mbhashe
Municipal,MBH-7358,IN HOUSE TRAINING FOR PLANT OPERATORS,11/09/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/in-house-training-for-plant-operators/,7358,Mbhashe
Municipal,MBH-16318,FUNDING SUPPORT CALL FOR MBHASHE TOURISM OPERATORS 2024-25 FINANCIAL YEAR,11/07/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/funding-support-call-for-mbhashe-tourism-operators-2024-25-financial-year/,16318,Mbhashe
Municipal,MBH-16315,INKXASO-MALI IJOLISE KWABO BASEBENZA NGEZOKHENKETHO KUMASIPALA WASEMBHASHE KUNYAKA-MALI WAMA-2024-25,11/07/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/inkxaso-mali-ijolise-kwabo-basebenza-ngezokhenketho-kumasipala-wasembhashe-kunyaka-mali-wama-2024-25/,16315,Mbhashe
Municipal,MBH-16312,TOURISM GROWTH FUND APPLICATION FORM 2024,11/07/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/tourism-growth-fund-application-form-2024/,16312,Mbhashe
Municipal,MBH-3041,VALUATION ROLL PLUS SV 1 AND 2,11/07/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/valuation-roll-plus-sv-1-and-2/,3041,Mbhashe
Municipal,MBH-7051,Advert for the Medical Surveillance Service Provider for a period of three (03) years,11/04/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/advert-for-the-medical-surveillance-service-provider-for-a-period-of-three-03-years/,7051,Mbhashe
Municipal,MBH-7049,Supply and Installation of Generators for Mbhashe Local Municipality,11/04/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-generators-for-mbhashe-local-municipality/,7049,Mbhashe
Municipal,MBH-7047,Supply and Delivery of Protective Clothing for Infrastructure,11/04/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-protective-clothing-for-infrastructure/,7047,Mbhashe
Municipal,MBH-7045,Supply and Delivery of Infrastructure Material for a period of two (02) years,11/04/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-infrastructure-material-for-a-period-of-two-02-years/,7045,Mbhashe
Municipal,MBH-5392,"Training of people in Brush Cutter course, Chain Saw operations & Arboriculture",11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-people-in-brush-cutter-course-chain-saw-operations-arboriculture/,5392,Mbhashe
Municipal,MBH-10489,"Training of people in Brush Cutter course, Chain Saw operations & Arboriculture",11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-people-in-brush-cutter-course-chain-saw-operations-arboriculture-2/,10489,Mbhashe
Municipal,MBH-5389,Proposals for in-house Adult Education & training programme for 12 Months,11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-in-house-adult-education-training-programme-for-12-months/,5389,Mbhashe
Municipal,MBH-10488,Proposals for in-house Adult Education & training programme for 12 Months,11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-in-house-adult-education-training-programme-for-12-months-2/,10488,Mbhashe
Municipal,MBH-5387,Supply ad Delivery of Various Branded MLM Banners and Table cloths,11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-ad-delivery-of-various-branded-mlm-banners-and-table-cloths/,5387,Mbhashe
Municipal,MBH-5385,Supply and Delivery of Equipment for Three(3) Shearing sheds,11/03/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-equipment-for-three3-shearing-sheds/,5385,Mbhashe
Municipal,MBH-17713,Special Council Meeting Notice,10/10/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice-2/,17713,Mbhashe
Municipal,MBH-7395,PROPOSALS TO DEVELOP ICT STRATEGIC PLAN,10/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-to-develop-ict-strategic-plan/,7395,Mbhashe
Municipal,MBH-7392,"SUPPLY,DELIVERY AND INSTALLATION OF CARPORTS AT TESKO BUILDING",10/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supplydelivery-and-installation-of-carports-at-tesko-building/,7392,Mbhashe
Municipal,MBH-1379,Creation of SMME DATABASE,10/10/2014,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/creation-of-smme-database/,1379,Mbhashe
Municipal,MBH-12154,COUNCIL AND EMPLOYEE NOTICE,10/07/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/council-and-employee-notice/,12154,Mbhashe
Municipal,MBH-17408,Severe Weather Alerts,10/06/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/severe-weather-alerts/,17408,Mbhashe
