Category,Tender Number,Tender Description,Advertised,Closing,Organ Of State,Tender Type,Province,"Place where goods, works or services are required",Special Conditions,Contact Person,Email,Telephone number,FAX Number,Is there a briefing session?,Is it compulsory?,Briefing Date and Time,Briefing Venue,eSubmission,Two Envelope Submission,Source URL,Tender ID,Source
Municipal,MBH-5024,Branding of municipal assets and Building,25/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/branding-of-municipal-assets-and-building/,5024,Mbhashe
Municipal,MBH-5022,"Supply, Delivery and installation of sign boards",25/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-sign-boards/,5022,Mbhashe
Municipal,MBH-5020,Supply and delivery of laptops,25/09/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-laptops/,5020,Mbhashe
Municipal,MBH-1871,Supplier Registration,24/08/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supplier-registration-form-2/,1871,Mbhashe
Municipal,MBH-17167,Special Council Meeting,24/02/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-4/,17167,Mbhashe
Municipal,MBH-7441,TRAINING OF 230 ALEIN PARTICIPANTS,23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-230-alein-participants/,7441,Mbhashe
Municipal,MBH-7437,SUPPLY AND DELIVERY OF ELECTRICAL MATERIAL FOR ROBOTS,23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-electrical-material-for-robots/,7437,Mbhashe
Municipal,MBH-7434,"SUPPLY , DELIVERY AND INSTALLATION OF FIRE EMERGENCY EQUIPMENT",23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-fire-emergency-equipment/,7434,Mbhashe
Municipal,MBH-7432,"UPGRADING,SUPPORTING,HOSTING AND MAINTAINING OF WEBSITE FOR A PERIOD OF 1 YEAR",23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgradingsupportinghosting-and-maintaining-of-website-for-a-period-of-1-year/,7432,Mbhashe
Municipal,MBH-7429,SUPPLY AND DELIVERY OF HERBICIDE MATERIAL,23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-herbiced-material/,7429,Mbhashe
Municipal,MBH-7427,SUPPLY AND DELIVERY OF DIAIRES AND CALENDERS,23/10/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-diaires-and-calenders/,7427,Mbhashe
Municipal,MBH-7311,PROPOSALS FOR WORK STUDY ACTIVITY FOR THREE MONTHS,23/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-work-study-activity-for-three-months/,7311,Mbhashe
Municipal,MBH-7308,PROPOSALS TO DEVELOP ICT STRATEGIC PLAN (ICT MASTER PLAN),23/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-to-develop-ict-strategic-plan-ict-master-plan/,7308,Mbhashe
Municipal,MBH-7305,TRAINING OF PLANT OPERATORS,23/08/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-plant-operators/,7305,Mbhashe
Municipal,MBH-4786,Supply and Delivery of Refuse Bags and Supply and Delivery of Wheelie Bins,23/05/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-refuse-bags-and-supply-and-delivery-of-wheelie-bins/,4786,Mbhashe
Municipal,MBH-16223,Special Council Meeting Notice- 24 April 2024,23/04/2024,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-notice-24-april-2024/,16223,Mbhashe
Municipal,MBH-1642,Renovation and Repairs to Municipal Building ERF no 442,23/03/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/renovation-and-repairs-to-municipal-building-erf-no-442/,1642,Mbhashe
Municipal,MBH-4893,Proposals from Local Boxing Promoter For Amateur Boxing Development Tournament,23/02/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-from-local-boxing-promoter-for-amateur-boxing-development-tournament/,4893,Mbhashe
Municipal,MBH-4929,Supply and delivery of Agricultural Inputs for Sundwana Feedlot,23/02/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-agricultural-inputs-for-sundwana-feedlot/,4929,Mbhashe
Municipal,MBH-3615,Review of tourism master plan,23/02/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/review-of-tourism-master-plan/,3615,Mbhashe
Municipal,MBH-4910,Supply and Delivery of Agricultural inputs for Zenzele Nursery,23/01/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-agricultural-inputs-for-zenzele-nursery/,4910,Mbhashe
Municipal,MBH-4908,"Supply, Delivery of Fencing Material and Erection of One Hector for Miller Mission",23/01/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-fencing-material-and-erection-of-one-hector-for-miller-mission/,4908,Mbhashe
Municipal,MBH-3488,Notice of Special Council Meeting,23/01/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/notice-of-special-council-meeting/,3488,Mbhashe
Municipal,MBH-3486,Umasipala waseMbhashe uphehlelela amaqonga okwabelana ngolwazi (War Rooms),23/01/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/umasipala-wasembhashe-uphehlelela-amaqonga-okwabelana-ngolwazi-war-rooms/,3486,Mbhashe
Municipal,MBH-5311,Upgrade and Maintenance of Data Centre for a period of three (03) years,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgrade-and-maintenance-of-data-centre-for-a-period-of-three-03-years/,5311,Mbhashe
Municipal,MBH-5309,Provision and Deployment of Data Back-Up Solution for a period of three (03) years,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/provision-and-deployment-of-data-back-up-solution-for-a-period-of-three-03-years/,5309,Mbhashe
Municipal,MBH-5306,Proposal for the Server Solution with VMWARE Software & Disaster recovery for a period of three (03) years,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-the-server-solution-with-vmware-software-disaster-recovery-for-a-period-of-three-03-years/,5306,Mbhashe
Municipal,MBH-10483,Proposal for the Server Solution with VMWARE Software & Disaster recovery for a period of three (03) years,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposal-for-the-server-solution-with-vmware-software-disaster-recovery-for-a-period-of-three-03-years-2/,10483,Mbhashe
Municipal,MBH-5304,Supply and Delivery of Paving bricks,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-paving-bricks/,5304,Mbhashe
Municipal,MBH-5372,Supply and delivery of stationery,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-stationery/,5372,Mbhashe
Municipal,MBH-5355,Supply and delivery of craft material,22/11/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-craft-material-2/,5355,Mbhashe
Municipal,MBH-4600,Development of Land Tenure and Zoning Scheme,22/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/development-of-land-tenure-and-zoning-scheme/,4600,Mbhashe
Municipal,MBH-4459,PANEL FOR THE DEVELOPMENT OF LOCAL SPARTIAL DEVELOPMENT FRAMEWORK PLANS,22/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-for-the-development-of-local-spartial-development-framework-plans/,4459,Mbhashe
Municipal,MBH-4457,DEVELOPMENT OF LAND TENURE STRATEGY,22/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/development-of-land-tenure-strategy/,4457,Mbhashe
Municipal,MBH-4454,DEVELOPMENT OF MBHASHE ZONING SCHEME,22/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/development-of-mbhashe-zoning-scheme/,4454,Mbhashe
Municipal,MBH-4452,"SUPPLY, DELIVERY AND INSTALLATION OF AIR-CONDITIONERS",22/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-and-installation-of-air-conditioners/,4452,Mbhashe
Municipal,MBH-10328,"Erratum for Supply & Delivery of Cleaning Material, Vegetable Seedlings and Stock remedy.",22/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-supply-delivery-of-cleaning-material-vegetable-seedlings-and-stock-remedy-2/,10328,Mbhashe
Municipal,MBH-3455,"Erratum for Supply & Delivery of Cleaning Material, Vegetable Seedlings and Stock remedy.",22/11/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/erratum-for-supply-delivery-of-cleaning-material-vegetable-seedlings-and-stock-remedy/,3455,Mbhashe
Municipal,MBH-4594,Contracting of COIDA and OHS Service Provider for a period of three (03) years,22/10/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/contracting-of-coida-and-ohs-service-provider-for-a-period-of-three-03-years/,4594,Mbhashe
Municipal,MBH-2483,Ordinary Council Meeting of the Mbhashe LM,22/10/2015,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/ordinary-council-meeting-of-the-mbhashe-lm/,2483,Mbhashe
Municipal,MBH-4923,Training of 30 Life guards,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-30-life-guards/,4923,Mbhashe
Municipal,MBH-4887,Supply and delivery of life guard equipment,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-life-guard-equipment/,4887,Mbhashe
Municipal,MBH-4885,Developing of Mbhashe Liberation Heritage Routes,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/developing-of-mbhashe-liberation-heritage-routes/,4885,Mbhashe
Municipal,MBH-4883,Supply and delivery of Custom Feed,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-custom-feed/,4883,Mbhashe
Municipal,MBH-4442,RE-ADVERT FOR THE CONSTRUCTION OF XUBA & PHATHILIZWE COMMUNITYHALL,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/re-advert-for-the-construction-of-xuba-phathilizwe-communityhall/,4442,Mbhashe
Municipal,MBH-10335,RE-ADVERT FOR THE CONSTRUCTION OF XUBA & PHATHILIZWE COMMUNITYHALL,22/09/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/re-advert-for-the-construction-of-xuba-phathilizwe-communityhall-2/,10335,Mbhashe
Municipal,MBH-1298,Vacancies (EXTERNAL ADVERTISEMENT),22/09/2014,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/vacancies-external-advertisement/,1298,Mbhashe
Municipal,MBH-3179,Sport Wear,22/08/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/sport-wear/,3179,Mbhashe
Municipal,MBH-3026,ELLIOTDALE LANDFILL SITE UPGRADE,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/elliotdale-landfill-site-upgrade/,3026,Mbhashe
Municipal,MBH-3022,SUPPLY AND INSTALLATION HIGH MAST AT WILLOWVALE,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-high-mast-at-willowvale/,3022,Mbhashe
Municipal,MBH-3018,REZONING OF IDENTIFIED NON CONFORMING ERVEN,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/rezoning-of-identified-non-conforming-erven/,3018,Mbhashe
Municipal,MBH-3016,CONSTRUCTION OF NOMBULELO ACCESS ROADS,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-nombulelo-access-roads/,3016,Mbhashe
Municipal,MBH-3014,SUPPLY AND INSTALLATION OF HIGH MAST LIGHTS AT ELLIOTDALE TOWN,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-high-mast-lights-at-elliotdale-town/,3014,Mbhashe
Municipal,MBH-3012,REVALIDATION OF LAPSED GENERAL PLANS FOR ELLIOTDALE,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/revalidation-of-lapsed-general-plans-for-elliotdale/,3012,Mbhashe
Municipal,MBH-3010,BUILDING OF MUNICIPAL OFFICE,22/06/2016,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/building-of-municipal-office/,3010,Mbhashe
Municipal,MBH-7086,REPAIRS AND MAINTENANCE OF NISSAN BUS,22/05/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/repairs-and-maintenance-of-nissan-bus-2/,7086,Mbhashe
Municipal,MBH-17304,Special Council Meeting,22/04/2025,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/special-council-meeting-6/,17304,Mbhashe
Municipal,MBH-3697,Development of Business Plans,22/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/development-of-business-plans/,3697,Mbhashe
Municipal,MBH-3695,Proposals for wetlands assessment,22/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-wetlands-assessment/,3695,Mbhashe
Municipal,MBH-3692,Supply and delivery of Vetiver Grass,22/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-vetiver-grass/,3692,Mbhashe
Municipal,MBH-3683,Training of Thirty (30) Solar Co-operative Members,22/03/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/training-of-thirty-30-solar-co-operative-members/,3683,Mbhashe
Municipal,MBH-17879,Public Notice Funding Support Call For SMME’S & Cooperatives For 2026/2027 Financial Year,22/01/2026,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/public-notice-funding-support-call-for-smmes-cooperatives-for-2026-2027-financial-year/,17879,Mbhashe
Municipal,MBH-7565,Supply and installation of fire emergency equipment,22/01/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-installation-of-fire-emergency-equipment/,7565,Mbhashe
Municipal,MBH-7563,proposals from Local boxing promoters,22/01/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-from-local-boxing-promoters/,7563,Mbhashe
Municipal,MBH-7570,In-house training for 15 Qatywa community trust,22/01/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/in-house-training-for-15-qatywa-community-trust/,7570,Mbhashe
Municipal,MBH-7567,"Upgrading, hosting and maintenance of website for a period of 1 year",22/01/2020,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgrading-hosting-and-maintenance-of-website-for-a-period-of-1-year/,7567,Mbhashe
Municipal,MBH-5348,Proposals to develop a community Based small scale fisheries on Mncwasa Dam in Elliotdale,22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-to-develop-a-community-based-small-scale-fisheries-on-mncwasa-dam-in-elliotdale/,5348,Mbhashe
Municipal,MBH-5346,Repairs and Maintenance of Nissan Bus for Sweet African Inspiration,22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/repairs-and-maintenance-of-nissan-bus-for-sweet-african-inspiration/,5346,Mbhashe
Municipal,MBH-5344,"Supply, Delivery & Assembling of Beehives wooden Boxes for Rwantsini Primary Co-operative",22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-assembling-of-beehives-wooden-boxes-for-rwantsini-primary-co-operative/,5344,Mbhashe
Municipal,MBH-10486,"Supply, Delivery & Assembling of Beehives wooden Boxes for Rwantsini Primary Co-operative",22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-assembling-of-beehives-wooden-boxes-for-rwantsini-primary-co-operative-2/,10486,Mbhashe
Municipal,MBH-5341,Supply and Delivery of Contents for Bulungula Lemon grass Co-operative,22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-contents-for-bulungula-lemon-grass-co-operative/,5341,Mbhashe
Municipal,MBH-5339,"Layout,Design,Printing and Delivery of A5 Investment Booklet",22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/layoutdesignprinting-and-delivery-of-a5-investment-booklet/,5339,Mbhashe
Municipal,MBH-5336,Proposals for opera music Compilation,22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/proposals-for-opera-music-compilation/,5336,Mbhashe
Municipal,MBH-10485,"Supply, Delivery of building material & construction of piggery structure",22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-building-material-construction-of-piggery-structure-2/,10485,Mbhashe
Municipal,MBH-5334,"Supply, Delivery of building material & construction of piggery structure",22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-delivery-of-building-material-construction-of-piggery-structure/,5334,Mbhashe
Municipal,MBH-5332,Supply and delivery of 3 laptops,22/01/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-3-laptops/,5332,Mbhashe
Municipal,MBH-4952,"Panel of Professional Services (Civil, Building and Environmental) for a period of three (03) years",22/01/2018,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/panel-of-professional-services-civil-building-and-environmental-for-a-period-of-three-03-years/,4952,Mbhashe
Municipal,MBH-7507,Upgrade of Elliotdale Landfill Site,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/upgrade-of-elliotdale-landfill-site/,7507,Mbhashe
Municipal,MBH-7505,"Supply and delivery of Solar panels , batteries, and charge controls",21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-solar-panels-batteries-and-charge-controls/,7505,Mbhashe
Municipal,MBH-7503,Supply and Delivery of Electrical material and backup services,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-electrical-material-and-backup-services/,7503,Mbhashe
Municipal,MBH-7501,Construction of Town -Ntlulabhokhwe,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-town-ntlulabhokhwe/,7501,Mbhashe
Municipal,MBH-7499,Construction of Nohesha -Mathyameni Access Road,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-nohesha-mathyameni-access-road/,7499,Mbhashe
Municipal,MBH-7497,Construction of Mbelo Access Road,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-mbelo-access-road/,7497,Mbhashe
Municipal,MBH-7495,Construction of Mqhele-Mrhabe Access Road,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-mqhele-mrhabe-access-road/,7495,Mbhashe
Municipal,MBH-7493,Construction of Dutch Community Hall,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/construction-of-dutch-community-hall/,7493,Mbhashe
Municipal,MBH-7491,Supply and delivery of cleaning material for a period of Two Years,21/11/2019,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-cleaning-material-for-a-period-of-two-years/,7491,Mbhashe
Municipal,MBH-4920,Supply and delivery of Diaries and Calendars,21/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-diaries-and-calendars/,4920,Mbhashe
Municipal,MBH-4891,"Supply and delivery of football, netball poles and nets",21/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/supply-and-delivery-of-football-netball-poles-and-nets/,4891,Mbhashe
Municipal,MBH-4935,Hiring of Mobile Toilets for Beaches in Willowvale and Elliotdale,21/11/2017,,Mbhashe Local Municipality,Request for Bid,Eastern Cape,"Dutywa, Willowvale, Elliotdale",,,,,,,,,,,,https://www.mbhashemun.gov.za/hiring-of-mobile-toilets-for-beaches-in-willowvale-and-elliotdale/,4935,Mbhashe
